PRIORITY RANK,NOTE,BASIN,HUC_12,COUNTY,DESCRIPTION,STATION,USE,CAUSE(S)
3,,SALKEHATCHIE,030502071002,COLLETON,ASHEPOO RVR AT US 17 3.4 MI ESE OF GREEN POND,CSTL-069,FISH,HG
3,,SALKEHATCHIE,030502071002,COLLETON,ASHEPOO RVR AT US 17 3.4 MI ESE OF GREEN POND,CSTL-069,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502071003,COLLETON,"SCOTT CREEK,  HEADWATERS AT JEREMY INLET AT BOAT LANDING ",14-21,SHELLFISH,FC
3,,SALKEHATCHIE,030502071003,COLLETON,ASHEPOO RIVER AT S-15-26,MD-251,AL,TURBIDITY
3,,SALKEHATCHIE,030502071003,COLLETON,ASHEPOO RIVER AT HOLE-IN-THE-WALL OXBOW 0.5 MI SW (DOWNRIVER) OF S-15-26,RO-046071,AL,TURBIDITY
3,,SALKEHATCHIE,030502071003,COLLETON,"TWO SISTERS CK 555M NORTH OF CONFLUENCE OF ROCK CK,  TWO SISTERS CK,  AND ST HELENA SOUND",RO-10387,AL,TURBIDITY
3,,SALKEHATCHIE,030502071003,COLLETON,SAINT HELENA SOUND NEAR THE CONFLUENCE OF ROCK CREEK AND TWO SISTERS CREEK,RO-12326,AL,TURBIDITY
3,,SALKEHATCHIE,030502071003,COLLETON,ROCK CK 0.75 MI SW CONFL W/ ASHEPOO RVR,RT-032035,AL,TURBIDITY
3,,SALKEHATCHIE,030502071003,COLLETON,ROCK CK APPROX 1 MI SW OF THE CONFLUENCE WITH THE ASHEPOO RVR,RT-14087,AL,DO
3,,SALKEHATCHIE,030502071003,COLLETON,UNNAMED CREEK TO ROCK CREEK FROM BEET ISLAND APPROX 1.8 MI SW OF CONFLUENCE OF ROCK CREEK AND ASHEPO,RT-15103,AL,TURBIDITY
3,,SALKEHATCHIE,030502071003,COLLETON,UNNAMED CREEK TO ROCK CREEK FROM BEET ISLAND APPROX 1.8 MI SW OF CONFLUENCE OF ROCK CREEK AND ASHEPO,RT-15103,REC,ENTERO
3,,SALKEHATCHIE,030502071003,COLLETON,MOSQUITO CREEK OPPOSITE MOUTH OF MUSSELBORO CREEK,RT-16135,AL,TURBIDITY
,,,,,,,,
3,,SALKEHATCHIE,030502071101,BEAUFORT,COOSAW RVR NEAR MOUTH OF BULL RVR,RO-02005,AL,"CU, TURBIDITY"
3,,SALKEHATCHIE,030502071101,BEAUFORT,WIMBEE CK 0.7 MI SE OF MOUTH OF S WIMBEE CK,RO-036037,AL,TURBIDITY
3,,SALKEHATCHIE,030502071101,BEAUFORT,BULL RIVER WHERE WILLIMAN CREEK AND WIMBEE CREEK MEET WITH THE BULL RIVER BETWEEN CHISOLM AND BUZZAR,RO-09367,AL,TURBIDITY
3,,SALKEHATCHIE,030502071101,BEAUFORT,WIMBEE CREEK APPROX 1 MI NW OF THE MOUTH OF SOUTH WIMBEE CREEK AND SHELLFISH SITE 14-17,RO-14351,AL,DO
3,,SALKEHATCHIE,030502071101,BEAUFORT,"TRIBUTARY TO BULL RIVER,  7.5 M NE OF BEAUFORT",RT-01643,AL,TURBIDITY
,,,,,,,,
3,,SALKEHATCHIE,030502071102,BEAUFORT,CAMPBELL CREEK AT WHALE BRANCH,14-02,SHELLFISH,FC
3,,SALKEHATCHIE,030502071102,BEAUFORT,FIRST SPLIT ON HALFMOON CREEK ON SOUTHERN SIDE OF BROWNS ISLAND,14-13A,SHELLFISH,FC
3,,SALKEHATCHIE,030502071102,BEAUFORT,MCCALLEY CREEK - 0.5 MILES UPSTREAM OF 15-01A (C7-01),15-33,SHELLFISH,FC
3,,SALKEHATCHIE,030502071102,BEAUFORT,LUCY POINT CREEK APPROX. 0.75 MI NE OF CONFL ROCK SPRINGS CK,16A-33,SHELLFISH,FC
3,,SALKEHATCHIE,030502071102,BEAUFORT,TIDAL CK NEAR CONFL OF COOSAW AND BULL RVRS CHISOLM ISL,RT-02015,AL,"CU, TURBIDITY"
3,,SALKEHATCHIE,030502071102,BEAUFORT,MCCALLEYS CREEK 2.4 MILES UPSTREAM OF SHELLFISH SITE 15-33,RT-11015,AL,TURBIDITY
,,,,,,,,
3,,SALKEHATCHIE,030502071103,BEAUFORT,EDDING CREEK AT MORGAN RIVER,16A-09,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,EDDING CREEK AT SHRIMP DOCK,16A-18,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,"ROCK SPRINGS CREEK, UPPER REACHES",16A-19,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,EDDING CR AT SMALL TRIBUTARY BETWEEN STATIONS 9 AND 18,16A-23,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,COFFIN CREEK MOUTH AT MORGAN RIVER,16A-27,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,"COFFIN CREEK,  HEADWATERS AT SHRIMP DOCKS",16A-28,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,"JENKINS CREEK,  500FT. NORTH OF STORMWATER AT DAWTAW ISLAND GOLF COURSE, ",16A-30,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,PINE ISLAND CREEK NEAR CONFL VILLAGE CREEK,16A-38,SHELLFISH,FC
3,,SALKEHATCHIE,030502071103,BEAUFORT,TRIB TO SPARROW NEST CK NEAR DATHA ISLAND,RT-02027,AL,CU
3,,SALKEHATCHIE,030502071103,BEAUFORT,COFFIN CK 0.7 MI SE OF CONFL W/ MORGAN RVR,RT-032033,AL,TURBIDITY
3,,SALKEHATCHIE,030502071103,BEAUFORT,COFFIN CREEK APPROX 330 M E OF THE END OF N FRONT DRIVE,RT-16131,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502071104,BEAUFORT,"SAINT HELENA SOUND,  7 M SW OF EDISTO BEACH",RO-01163,AL,TURBIDITY
3,,SALKEHATCHIE,030502071104,BEAUFORT,COOSAW RVR NEAR MOUTH OF COMBAHEE RVR,RO-02001,AL,TURBIDITY
3,,SALKEHATCHIE,030502071104,BEAUFORT,ST. HELENA SOUND BELOW THE CONFLUENCE OF THE MORGAN RIVER AND THE COOSAW RIVER BETWEEN THE TIPS OF S,RO-09371,AL,TURBIDITY
3,,SALKEHATCHIE,030502071104,BEAUFORT,"COOSAW RIVER,  MIDCHANNEL BETWEEN BULL RIVER AND COMBAHEE RIVER,  1 MILE EAST OF SHELLFISH SITE 14-04",RO-11314,AL,TURBIDITY
,,,,,,,,
3,,SALKEHATCHIE,030502080101,HAMPTON,UNNAMED TRIB TO BRIER CK AT US 601. THIS IS A CULVERT AT INTERSECTION OF US 601 & S-25-450. THERE IS,RS-07044,AL,ZN
3,,SALKEHATCHIE,030502080101,HAMPTON,UNNAMED TRIB TO BRIER CK AT US 601. THIS IS A CULVERT AT INTERSECTION OF US 601 & S-25-450. THERE IS,RS-07044,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502080102,HAMPTON,LAKE GEORGE WARREN IN FOREBAY NEAR DAM,CL-062,AL,ZN
3,,SALKEHATCHIE,030502080102,HAMPTON,"LAKE WARREN,  BLACK CK ARM,  AT S-25-41 5 MI SW OF HAMPTON",CSTL-075,AL,"CHLA, TP"
3,,SALKEHATCHIE,030502080102,HAMPTON,LAKE GEORGE WARREN 0.2 MI W OF SPILLWAY NE CORNER OF LAKE CLOSER TO LAKE WARREN ST PARK SHORELINE,RL-03331,AL,"CHLA, TN, TP, ZN"
3,,SALKEHATCHIE,030502080102,HAMPTON,LAKE WARREN IN SMALL EMBAYMENT NEAR NW END OF S-25-41 BRIDGE,RL-07033,AL,CHLA
3,,SALKEHATCHIE,030502080102,HAMPTON,LAKE WARREN IN SMALL BAY ALONG N SHORE APPROX 0.4 MI W OF DAM OUTFLOW,RL-08049,AL,TP
,,,,,,,,
3,,SALKEHATCHIE,030502080201,ALLENDALE,"DUCK CREEK AT THE DOWNSTREAM SIDE OF US 278,  2.6 M SE OF ALLENDALE",RS-01025,AL,DO
,,,,,,,,
3,,SALKEHATCHIE,030502080202,ALLENDALE,COOSAWHATCHIE RVR AT S-03-47,CSTL-110,AL,DO
3,,SALKEHATCHIE,030502080202,ALLENDALE,COOSAWHATCHIE RVR AT BRIDGE ON S-03-22,RS-09282,AL,BIO
,,,,,,,,
3,,SALKEHATCHIE,030502080203,ALLENDALE,BEECH BRANCH AT S-03-23/S-25-21 TERRY ROAD,RS-16295,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502080204,HAMPTON,COOSAWHATCHIE RIVER AT SC 363,CSTL-121,AL,DO
,,,,,,,,
3,,SALKEHATCHIE,030502080401,HAMPTON,SANDERS BR AT SC 278,CSTL-010,REC,ECOLI
3,,SALKEHATCHIE,030502080401,HAMPTON,SANDERS BR AT S-25-50,CSTL-011,REC,ECOLI
3,,SALKEHATCHIE,030502080401,HAMPTON,SANDERS BRANCH AT SC RD 363,CSTL-108,REC,ECOLI
3,,SALKEHATCHIE,030502080401,HAMPTON,SANDERS BR FROM BRIDGE AT PAVED RD FROM SC 363 N,RS-02488,AL,ZN
3,,SALKEHATCHIE,030502080401,HAMPTON,SANDERS BR FROM BRIDGE AT PAVED RD FROM SC 363 N,RS-02488,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502080404,HAMPTON,MCPHERSON CREEK AT S-25-17 -POCOTALIGO ROAD,RS-14207,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502080405,JASPER,COOSAWHATCHIE RIVER @ SEC RD 36,CSTL-077,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502080406,JASPER,BEES CK AT SC 462 5.9 MI NE OF RIDGELAND,MD-128,AL,DO
3,,SALKEHATCHIE,030502080406,JASPER,BEES CK AT WALL FAMILY CAMP FLOATING DOCK APPROX 1 MI E SC 462 AS CROW FLIES,MD-280,AL,"DO, TURBIDITY"
3,,SALKEHATCHIE,030502080406,JASPER,BEES CK AT WALL FAMILY CAMP FLOATING DOCK APPROX 1 MI E SC 462 AS CROW FLIES,MD-280,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502080407,JASPER,COOSAWHATCHIE RVR AT US 17 AT COOSAWHATCHIE,CSTL-107,REC,"ECOLI, ENTERO"
3,,SALKEHATCHIE,030502080407,JASPER,COOSAWHATCHIE RVR OFF END OF S-27-206,RT-12031,REC,ENTERO
3,,SALKEHATCHIE,030502080407,JASPER,UNNAMED TRIB TO COOSAWHATCHIE RIVER APPROX 1.3 MI NW FROM MOUTH OF POCOTALIGO RIVER,RT-13059,AL,TURBIDITY
3,,SALKEHATCHIE,030502080407,JASPER,UNNAMED TRIB TO COOSAWHATCHIE RIVER APPROX 1.3 MI NW FROM MOUTH OF POCOTALIGO RIVER,RT-13059,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK 1000 FEET BELOW RABBIT ISLAND,15-19,SHELLFISH,FC
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK - DOWLINGWOOD TRIBUTARY (C6-97),15-25,SHELLFISH,FC
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK - PICKET FENCE TRIBUTARY (C6-97),15-26,SHELLFISH,FC
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK - CHERRY HILL TRIBUTARY (C6-97),15-27,SHELLFISH,FC
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK - STORM WATER OUTFALL UNDER RR TRACK (C6-97),15-28,SHELLFISH,FC
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK - TRIBUTARY ON R SIDE BEFORE BATTERY SHORES (C6-97),15-29,SHELLFISH,FC
3,,SALKEHATCHIE,030502080501,BEAUFORT,BATTERY CREEK - COTTAGE FARMS COMMUNITY DOCK (C6-97),15-30,SHELLFISH,FC
,,,,,,,,
3,,SALKEHATCHIE,030502080502,BEAUFORT,MOUTH OF ALBERGOTTI AND BRICKYARD CREEK,15-03,SHELLFISH,FC
3,,SALKEHATCHIE,030502080502,BEAUFORT,ALBERGOTTIE CREEK 1.0 MILES UPSTREAM OF STATION 15-03,15-03A,SHELLFISH,FC
3,,SALKEHATCHIE,030502080502,BEAUFORT,ALBERGOTTIE CREEK 700 FEET SE OF MCAS HUNTING CLUB FISHING PIER,15-03B,SHELLFISH,FC
,,,,,,,,
2,,SALKEHATCHIE,030502080503,BEAUFORT,CAPERS CR SSG AT PENN COMMUNITY SRVCS RETREAT CTR,15-20,SHELLFISH,FC
3,,SALKEHATCHIE,030502080503,BEAUFORT,COWEN CREEK 0.7 MILES SW OF US HWY 21 BRIDGE OVER COWEN CREEK,RT-15106,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502080601,BEAUFORT,POCOTALIGO RVR AT US 17 AT POCOTALIGO,MD-007,AL,TURBIDITY
3,,SALKEHATCHIE,030502080601,BEAUFORT,POCOTALIGO RVR AT US 17 AT POCOTALIGO,MD-007,REC,ENTERO
3,,SALKEHATCHIE,030502080601,JASPER,POCOTALIGO RVR WEST OF OAK GROVE PLANTATION AND 3.30MI WSW OF WEST SIDE OF US 17/21 BRIDGE OVER HUSP,RT-10138,AL,TURBIDITY
3,,SALKEHATCHIE,030502080601,JASPER,POCOTALIGO RVR WEST OF OAK GROVE PLANTATION AND 3.30MI WSW OF WEST SIDE OF US 17/21 BRIDGE OVER HUSP,RT-10138,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502080602,BEAUFORT,HUSPAH CREEK AT RAILROAD TRESTLE,14-14,SHELLFISH,FC
3,,SALKEHATCHIE,030502080602,BEAUFORT,HUSPAH CREEK AT BULL POINT - WHALE BRANCH POG,14-18,SHELLFISH,FC
,,,,,,,,
3,,SALKEHATCHIE,030502080603,BEAUFORT,EASTSIDE OF SS RR SWING BRIDGE ON WHALE BRANCH,14-22,SHELLFISH,FC
3,,SALKEHATCHIE,030502080603,BEAUFORT,"MIDDLE CREEK AND WHALE BRANCH,  CONFLUENCE ",17-21,SHELLFISH,FC
,,,,,,,,
2,,SALKEHATCHIE,030502080604,JASPER,EUHAW CREEK HEADWATERS ONE MILE ABOVE BOLIN HALL LANDING,17-23,SHELLFISH,FC
,,,,,,,,
3,,SALKEHATCHIE,030502080605,BEAUFORT,BROAD RIVER AT CORN ISLAND - MOUTH OF CREEK,17-16,SHELLFISH,FC
2,,SALKEHATCHIE,030502080605,BEAUFORT,"HABERSHAM CREEK ABOVE STATION #16,  FIRST SPLIT ",17-16A,SHELLFISH,FC
3,,SALKEHATCHIE,030502080605,BEAUFORT,HABERSHAM CREEK APPROX 835 M FROM SHELLFISH SITE 17-16A FOLLOWING CREEK PATH,RT-16125,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502080606,BEAUFORT,"COLLETON RIVER AT MOUTH OF CALLAWASSIE CREEK,  4.5 M N OF BLUFFTON",RO-01125,AL,DO
3,,SALKEHATCHIE,030502080606,BEAUFORT,SAWMILL CREEK APPROX 3/4 MI FROM SHELLFISH SITE 18-06 -CONFLUENCE WITH COLLETON RIVER,RT-13061,AL,DO
,,,,,,,,
2,,SALKEHATCHIE,030502080607,JASPER,HAZZARD CREEK AT CHELSEA PLANTATION CLUBHOUSE,17-18,SHELLFISH,FC
2,,SALKEHATCHIE,030502080607,JASPER,HAZZARD CREEK AT SECOND RIGHT BEND ABOVE STATION #17 & 18,17-25,SHELLFISH,FC
3,,SALKEHATCHIE,030502080607,BEAUFORT,"CHECHESEE RIVER,  6.5 M WEST OF PORT ROYAL",RO-01146,AL,DO
3,,SALKEHATCHIE,030502080607,BEAUFORT,CHECHESSEE RVR 1.4 MI SE CONFL W/ COLLETON RVR,RO-036032,AL,DO
,,,,,,,,
3,,SALKEHATCHIE,030502080608,BEAUFORT,PORT ROYAL SOUND 1.8 MI SW OF TIP OF PARRIS ISLAND,RO-036034,AL,CU
,,,,,,,,
3,,SALKEHATCHIE,030502100101,BEAUFORT,JOHNSON CREEK APROX 1.4 MI SSW OF US 21 BRIDGE,RO-14354,AL,DO
3,,SALKEHATCHIE,030502100101,BEAUFORT,JOHNSON CK WEST OF HARBOR ISLAND 1.75MI SW OF WEST END OF US 21 BRIDGE OVER JOHNSON CK,RT-10115,AL,TURBIDITY
,,,,,,,,
3,,SALKEHATCHIE,030601090306,JASPER,WRIGHT RIVER 1.5 MILES US FROM FIELDS CUT -19-20,MD-259,AL,TURBIDITY
3,,SALKEHATCHIE,030601090306,JASPER,WRIGHT RIVER 1.5 MILES US FROM FIELDS CUT -19-20,MD-259,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030601100103,JASPER,GREAT SWAMP AT U.S. 17,MD-129,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030601100201,JASPER,NEW RVR AT SC 170 9 MI W OF BLUFFTON,MD-118,FISH,HG
3,,SALKEHATCHIE,030601100201,JASPER,NEW RVR AT SC 170 9 MI W OF BLUFFTON,MD-118,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030601100202,JASPER,RAMSHORN CREEK AT NEW RIVER -19-07,MD-258,AL,TURBIDITY
,,,,,,,,
3,,SALUDA,030501090102,GREENVILLE,N SALUDA RVR AT BRDG AB JCT WITH SALUDA RVR E OF SC 186,S-004,AL,CD
,,,,,,,,
3,,SALUDA,030501090201,PICKENS,ADAMS CK AT UNPVD RD FROM SC 8 AND END OF S-39-34,RS-02330,AL,TURBIDITY
3,,SALUDA,030501090201,PICKENS,OOLENOY RVR AT S-39-47,S-103,AL,BIO
,,,,,,,,
3,,SALUDA,030501090204,GREENVILLE,SOUTH SALUDA RVR AT SC 186,S-299,AL,CD
,,,,,,,,
,,,,,,,,
3,,SALUDA,030501090301,GREENVILLE,SALUDA LAKE NEAR SHORE OF THE POINT NEAR THE END OF CLUB CIRCLE,RL-08056,AL,TURBIDITY
,,,,,,,,
3,,SALUDA,030501090302,PICKENS,BURDINE CREEK AT BRIDGE ON S-39-192 3 MI NE OF EASLEY,RS-06151,AL,BIO
3,,SALUDA,030501090302,PICKENS,GEORGES CREEK AT ROAD ABOVE SR 36,S-865,AL,BIO
,,,,,,,,
3,,SALUDA,030501090303,ANDERSON,BIG BRUSHY CK AT S-04-143,S-301,AL,BIO
,,,,,,,,
3,,SALUDA,030501090305,GREENVILLE,GROVE CREEK AT S-23-159 GARRISON ROAD,RS-14221,REC,ECOLI
3,,SALUDA,030501090305,GREENVILLE,GROVE CR. AT SEC. RD. 541,S-774,AL,BIO
,,,,,,,,
3,,SALUDA,030501090306,ANDERSON,BIG CK AT S-04-116,S-302,AL,BIO
,,,,,,,,
3,,SALUDA,030501090307,GREENVILLE,"REEDY RIVER @ ROE FORD ROAD,  SR 88",S-011,AL,BIO
3,,SALUDA,030501090307,ANDERSON,SALUDA RVR AT S-04-178 3.2 MI SE WILLIAMSTON,S-119,REC,ECOLI
3,,SALUDA,030501090307,GREENVILLE,"MILL CK AT BENT BRIDGE RD,  BL CAROLINA PLATING",S-315,AL,CR
,,,,,,,,
2,,SALUDA,030501090401,GREENVILLE,REEDY RVR AT UN# RD OFF US 276 .75 MI W TRAVELERS REST,S-073,REC,ECOLI
2,,SALUDA,030501090401,GREENVILLE,LANGSTON CK AT SC 253,S-264,REC,ECOLI
3,,SALUDA,030501090401,GREENVILLE,LANGSTON CREEK @ OLD BUNCOMB ROAD,S-265,AL,BIO
3,,SALUDA,030501090401,GREENVILLE,REEDY RIVER AT SR 133,S-868,AL,BIO
3,,SALUDA,030501090401,GREENVILLE,REEDY RIVER AT SR 88,S-928,AL,BIO
,,,,,,,,
2,,SALUDA,030501090402,GREENVILLE,RICHLAND CREEK AT SPARTANBURG STREET OFF STONE STREET -US 276- IN DOWNTOWN GREENVILLE,RS-14189,REC,ECOLI
3,,SALUDA,030501090402,GREENVILLE,REEDY RVR AT S-23-30 3.9 MI SE GREENVILLE,S-013,AL,BIO
2,,SALUDA,030501090402,GREENVILLE,REEDY RVR AT S-23-30 3.9 MI SE GREENVILLE,S-013,REC,ECOLI
3,,SALUDA,030501090402,GREENVILLE,LAKE CONESTEE,S-015,FISH,HG
2,,SALUDA,030501090402,GREENVILLE,BRUSHY CK ON GREEN ST EXT BL DUNEAN MILL ON SC 20,S-067,REC,ECOLI
3,,SALUDA,030501090402,GREENVILLE,"REEDY RVR AT RIVERS ST,  DOWNTOWN GREENVILLE",S-319,AL,CD
2,,SALUDA,030501090402,GREENVILLE,"REEDY RVR AT RIVERS ST,  DOWNTOWN GREENVILLE",S-319,REC,ECOLI
3,,SALUDA,030501090402,GREENVILLE,BRUSHY CREEK AT SR 30,S-867,AL,BIO
3,,SALUDA,030501090402,GREENVILLE,RICHLAND CREEK@ E. NORTH STREET    CITY OF GREENVILLE,S-981,AL,BIO
3,,SALUDA,030501090402,GREENVILLE,"REEDY RIVER @ CONESTEE RD,  CO RD 221",X-001,AL,BIO
,,,,,,,,
2,,SALUDA,030501090403,GREENVILLE,HUFF CK AT SC 418 1.6 MI NW FORK SHOALS,S-178,REC,ECOLI
3,,SALUDA,030501090403,GREENVILLE,REEDY RIVER@ SR 154,S-834,AL,BIO
3,,SALUDA,030501090403,GREENVILLE,HUFF CREEK AT SR 459,S-863,AL,PH
3,,SALUDA,030501090403,GREENVILLE,HUFF CREEK@ GRIFFIN MIL RD,S-983,AL,BIO
3,,SALUDA,030501090403,GREENVILLE,LITTLE CREEK@ BERRY RD,S-985,AL,BIO
,,,,,,,,
3,,SALUDA,030501090404,GREENVILLE,UNNAMED TRIB TO THE REEDY RIVER IN THE THE PRESERVE AT PLANTERS ROW S/D FROM S-23-448,RS-06167,AL,BIO
2,,SALUDA,030501090404,GREENVILLE,UNNAMED TRIB TO THE REEDY RIVER IN THE THE PRESERVE AT PLANTERS ROW S/D FROM S-23-448,RS-06167,REC,ECOLI
2,,SALUDA,030501090404,GREENVILLE,ROCKY CREEK AT ALDER DRIVE,RS-15285,REC,ECOLI
3,,SALUDA,030501090404,GREENVILLE,REEDY RVR AT S-23-448 1.75 MI SE CONESTEE,S-018,AL,BIO
2,,SALUDA,030501090404,GREENVILLE,REEDY RVR AT S-23-448 1.75 MI SE CONESTEE,S-018,REC,ECOLI
3,,SALUDA,030501090404,GREENVILLE,REEDY RVR ON HWY 418 AT FORK SHOALS,S-072,AL,BIO
2,,SALUDA,030501090404,GREENVILLE,REEDY RVR ON HWY 418 AT FORK SHOALS,S-072,REC,ECOLI
3,,SALUDA,030501090404,GREENVILLE,ROCKY CK AT S-23-453 3.5 MI SW OF SIMPSONVILLE,S-091,AL,BIO
2,,SALUDA,030501090404,GREENVILLE,ROCKY CK AT S-23-453 3.5 MI SW OF SIMPSONVILLE,S-091,REC,ECOLI
3,,SALUDA,030501090404,GREENVILLE,LAUREL CREEK @ MAULDIN ROAD (BUTLER ROAD),S-139,AL,BIO
2,,SALUDA,030501090404,GREENVILLE,REEDY RVR AT S-23-316 3.5 MI SSW OF MAULDIN,S-323,REC,ECOLI
3,,SALUDA,030501090404,GREENVILLE,REEDY RIVER@ SR 542,S-833,AL,BIO
3,,SALUDA,030501090404,GREENVILLE,BALDWIN CREEK@ N. MOORE ROAD,S-972,AL,BIO
3,,SALUDA,030501090404,GREENVILLE,HARRISON CREEK@ HARRISON BRIDGE RD,S-982,AL,BIO
,,,,,,,,
3,,SALUDA,030501090601,GREENVILLE,HORSE CREEK AT SR 69,S-862,AL,BIO
,,,,,,,,
3,,SALUDA,030501090602,LAURENS,REEDY RVR AT U.S. 76,S-070,AL,BIO
2,,SALUDA,030501090602,LAURENS,REEDY RVR AT U.S. 76,S-070,REC,ECOLI
2,,SALUDA,030501090602,LAURENS,BOYD MILL POND .6 KM W DAM,S-311,AL,TN
3,,SALUDA,030501090602,GREENVILLE,REEDY RIVER@ SR 985,S-835,AL,BIO
,,,,,,,,
3,,SALUDA,030501090604,LAURENS,REEDY RVR AT S-30-06 E WARE SHOALS,S-021,AL,CD
2,,SALUDA,030501090604,LAURENS,REEDY RVR AT S-30-06 E WARE SHOALS,S-021,REC,ECOLI
3,,SALUDA,030501090604,LAURENS,REEDY FORK OF LK GREENWOOD AT S-30-29,S-022,AL,PH
2,,SALUDA,030501090604,LAURENS,LAKE GREENWOOD; REEDY RVR ARM; 150 YDS US RABON CK,S-308,AL,TN
,,,,,,,,
3,,SALUDA,030501090701,GREENWOOD,ROCKY CREEK AT SC 72 BY-PASS AND SC 254 IN GREENWOOD,RS-03346,AL,BIO
3,,SALUDA,030501090701,GREENWOOD,"CORONACA CREEK AT S-24-39,  5.1 MI NNE OF GREENWOOD",RS-11054,AL,DO
3,,SALUDA,030501090701,GREENWOOD,CORONACA CREEK AT SC HWY 221,S-184,AL,BIO
,,,,,,,,
3,,SALUDA,030501090702,GREENWOOD,WILSON CK AT S-24-124,S-235,AL,BIO
,,,,,,,,
3,,SALUDA,030501090703,GREENWOOD,HENLEY CREEK AT BRIDGE ON SC 248,RS-09322,AL,"DO, TURBIDITY"
,,,,,,,,
3,,SALUDA,030501090704,GREENWOOD,NINETY SIX CREEK AT SR 42,S-856,AL,BIO
,,,,,,,,
3,,SALUDA,030501090801,GREENVILLE,MOUNTAIN CREEK AT WEST OAK HILL ROAD BETWEEN S-23-50 AND S-23-52,RS-13150,REC,ECOLI
3,,SALUDA,030501090801,GREENVILLE,MOUNTAIN CREEK TIBUTARY@ OAK HILL RD  (SR 50),S-990,AL,BIO
,,,,,,,,
3,,SALUDA,030501090802,ANDERSON,TRIB.BROAD MOUTH CR. AT SEC. RD.205,S-776,AL,BIO
3,,SALUDA,030501090802,ANDERSON,BROAD MOUTH CREEK@ HAMBRY RD. (SR 265),S-979,AL,BIO
,,,,,,,,
3,,SALUDA,030501090804,GREENWOOD,TURKEY CREEK AT SR 96,S-858,AL,PH
,,,,,,,,
3,,SALUDA,030501090805,GREENVILLE,UNNAMED TRIB TO THE SALUDA RIVER AT BRIDGE ON UNNUMBERED RD(RIVER RD) 7.1 MI SE OF WILLIAMSTON,RS-06030,REC,ECOLI
3,,SALUDA,030501090805,ANDERSON,UNNAMED TRIB TO THE SALUDA RIVER AT S-04-206; CHAPMAN ROAD,RS-16338,REC,ECOLI
3,,SALUDA,030501090805,LAURENS,SALUDA RVR AT US 25 BYPASS 1.5 MI ESE WARE SHOALS,S-125,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501090806,LAURENS,UNNAMED TRIB TO CANE CK AT BRIDGE ON S-30-19,RS-09116,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501090807,GREENWOOD,LAKE GREENWOOD 1.0 MI NW OF SEABOARD RR CROSSING,RL-02311,AL,PH
3,,SALUDA,030501090807,GREENWOOD,LAKE GREENWOOD JUST OFF SHORELINE FROM LARGE OPEN YARD PROPERTY OFF EAGLE HARBOR DR; APPROX 1.4 MI N,RL-13077,AL,TURBIDITY
,,,,,,,,
2,,SALUDA,030501091003,SALUDA,"LAKE MURRAY,  CLOUDS CREEK ARM,  APPROXIMATELY 0.2 MI NNW OF S-41-59 BRIDGE. SITE 10 YARDS OFF W BANK",RL-11033,AL,"CHLA, PH"
3,,SALUDA,030501091003,SALUDA,WEST CREEK AT S-41-105 12.4 MI ESE OF SALUDA,RS-05398,AL,BIO
3,,SALUDA,030501091003,SALUDA,LICK CK AT BRIDGE ON S-41-189,RS-09114,AL,"DO, PH"
,,,,,,,,
3,,SALUDA,030501091103,SALUDA,"UNNAMED TRIB TO PERSIMMON CREEK AT BRIDGE ON S-41-255,  6.5 MI NNE OF SALUDA",RS-12077,AL,DO
3,,SALUDA,030501091103,SALUDA,BIG CREEK AT SR 122,S-855,AL,BIO
